ID,연령,결혼여부,학력,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,과거통화횟수,요일,경제활동,사용금액,사용횟수,연락월,Target
16285,46,이혼,석박사,없음,없음,휴대폰,231,3,0,화,경제활동인구,531660,28667,12,0
16286,37,결혼,중졸,대출있음,없음,휴대폰,70,1,0,월,비경제활동인구,531660,28667,12,0
16287,34,결혼,고졸,대출있음,없음,휴대폰,1412,4,0,토,경제활동인구,531660,28667,1,0
16288,31,결혼,석박사,대출있음,없음,휴대폰,87,2,0,토,경제활동인구,531660,28667,2,0
16289,29,결혼,전문학교,없음,없음,휴대폰,48,7,0,목,경제활동인구,531660,28667,2,0
16290,27,결혼,고졸,없음,대출있음,휴대폰,655,1,0,수,경제활동인구,531660,28667,2,0
16291,29,결혼,대졸학사,대출있음,없음,휴대폰,51,1,0,일,경제활동인구,531660,28667,10,0
16292,35,미혼,중졸,없음,없음,휴대폰,308,2,0,토,경제활동인구,531660,28667,1,0
16293,21,미혼,고졸,없음,없음,휴대폰,127,2,0,월,경제활동인구,531660,28667,5,0
16294,36,결혼,고졸,없음,없음,휴대폰,853,1,0,월,경제활동인구,531660,28667,8,0
16295,39,결혼,중졸,없음,없음,휴대폰,222,1,0,화,경제활동인구,531660,28667,10,0
16296,53,이혼,중졸,없음,대출있음,휴대폰,159,3,0,금,비경제활동인구,531660,28667,1,0
16297,29,미혼,대졸학사,없음,없음,휴대폰,106,2,0,토,경제활동인구,531660,28667,1,0
16298,33,미혼,전문학교,대출있음,없음,휴대폰,560,2,0,금,경제활동인구,531660,28667,1,1
16299,31,결혼,중졸,대출있음,없음,휴대폰,106,1,0,일,경제활동인구,531660,28667,2,0
16300,52,결혼,전문학교,대출있음,없음,휴대폰,41,2,0,수,비경제활동인구,531660,28667,4,0
16301,53,결혼,미확인,대출있음,없음,휴대폰,38,1,0,화,경제활동인구,531660,28667,5,0
16302,42,이혼,전문학교,대출있음,대출있음,휴대폰,464,1,0,화,경제활동인구,531660,28667,5,0
16303,50,결혼,대졸학사,대출있음,없음,휴대폰,127,1,0,수,경제활동인구,531660,28667,6,0
16304,39,결혼,대졸학사,없음,없음,휴대폰,356,3,0,금,경제활동인구,531660,28667,7,0
16305,30,결혼,전문학교,없음,없음,휴대폰,219,1,0,토,경제활동인구,531660,28667,7,0
16306,43,이혼,고졸,없음,없음,휴대폰,117,2,0,금,미확인,531660,28667,8,0
16307,43,결혼,고졸,대출있음,대출있음,휴대폰,393,2,0,화,경제활동인구,531660,28667,9,0
16308,59,이혼,대졸학사,없음,없음,휴대폰,46,2,0,일,비경제활동인구,531660,28667,10,0
16309,55,결혼,중졸,없음,대출있음,휴대폰,142,7,0,금,경제활동인구,531660,28667,10,0
16310,44,미혼,대졸학사,대출있음,없음,휴대폰,153,1,0,금,경제활동인구,531660,28667,11,0
16311,31,미혼,대졸학사,미확인,미확인,휴대폰,95,5,0,일,경제활동인구,531660,28667,12,0
16312,34,결혼,대졸학사,없음,없음,휴대폰,85,2,0,월,경제활동인구,531660,28667,12,0
16313,32,결혼,대졸학사,없음,없음,휴대폰,189,2,0,토,경제활동인구,531660,28667,1,0
16314,57,결혼,전문학교,없음,없음,휴대폰,958,2,0,토,경제활동인구,531660,28667,3,0
16315,56,결혼,전문학교,대출있음,없음,휴대폰,182,1,0,금,경제활동인구,531660,28667,7,0
16316,45,결혼,검정고시,대출있음,대출있음,휴대폰,165,1,0,화,경제활동인구,531660,28667,12,0
16317,36,결혼,중졸,대출있음,없음,휴대폰,175,4,0,일,경제활동인구,531660,28667,1,0
16318,49,결혼,대졸학사,대출있음,대출있음,휴대폰,131,1,0,목,비경제활동인구,531660,28667,2,0
16319,54,결혼,고졸,대출있음,없음,휴대폰,429,3,0,금,경제활동인구,531660,28667,3,1
16320,30,미혼,대졸학사,대출있음,없음,휴대폰,118,1,0,금,경제활동인구,531660,28667,3,0
16321,33,결혼,석박사,없음,없음,휴대폰,335,3,0,목,경제활동인구,531660,28667,4,0
16322,35,미혼,대졸학사,없음,없음,휴대폰,386,2,0,토,미확인,531660,28667,4,1
16323,34,미혼,석박사,없음,없음,휴대폰,468,1,0,목,경제활동인구,531660,28667,5,0
16324,31,결혼,검정고시,없음,없음,휴대폰,132,1,0,토,경제활동인구,531660,28667,6,0
16325,32,결혼,대졸학사,대출있음,없음,휴대폰,83,2,0,월,경제활동인구,531660,28667,6,0
16326,36,미혼,대졸학사,없음,없음,휴대폰,142,1,0,화,경제활동인구,531660,28667,7,0
16327,30,미혼,대졸학사,대출있음,대출있음,휴대폰,75,4,0,일,경제활동인구,531660,28667,7,0
16328,32,미혼,대졸학사,대출있음,없음,휴대폰,605,1,0,화,경제활동인구,531660,28667,8,0
16329,54,결혼,전문학교,대출있음,대출있음,휴대폰,904,3,0,일,경제활동인구,531660,28667,9,1
16330,31,미혼,대졸학사,대출있음,없음,휴대폰,96,7,0,일,경제활동인구,531660,28667,9,0
16331,50,결혼,중졸,대출있음,없음,휴대폰,193,5,0,금,경제활동인구,531660,28667,10,0
16332,30,미혼,대졸학사,없음,없음,휴대폰,145,5,0,수,경제활동인구,531660,28667,11,0
16333,32,미혼,대졸학사,대출있음,대출있음,휴대폰,69,3,0,토,경제활동인구,531660,28667,12,0
16334,31,미혼,대졸학사,없음,없음,휴대폰,582,4,0,화,경제활동인구,531660,28667,1,0
16335,60,결혼,대졸학사,없음,없음,휴대폰,332,2,0,목,비경제활동인구,531660,28667,1,0
16336,30,결혼,대졸학사,대출있음,없음,휴대폰,83,4,0,토,비경제활동인구,531660,28667,2,0
16337,32,미혼,대졸학사,대출있음,없음,휴대폰,588,1,0,월,경제활동인구,531660,28667,1,0
16338,55,결혼,고졸,미확인,미확인,휴대폰,159,2,0,목,경제활동인구,531660,28667,3,0
16339,56,결혼,미확인,없음,없음,휴대폰,83,1,0,화,비경제활동인구,531660,28667,5,0
16340,48,결혼,대졸학사,없음,없음,휴대폰,607,2,0,목,경제활동인구,531660,28667,7,0
16341,46,결혼,대졸학사,없음,없음,휴대폰,143,2,0,금,경제활동인구,531660,28667,8,0
16342,53,결혼,검정고시,대출있음,없음,휴대폰,64,5,0,월,경제활동인구,531660,28667,9,0
16343,45,이혼,석박사,없음,없음,휴대폰,94,10,0,목,경제활동인구,531660,28667,11,0
16344,41,결혼,석박사,대출있음,없음,휴대폰,164,1,0,월,경제활동인구,531660,28667,1,0
16345,33,결혼,대졸학사,대출있음,없음,휴대폰,62,4,0,금,경제활동인구,531660,28667,2,0
16346,32,결혼,대졸학사,없음,없음,휴대폰,72,2,0,일,미확인,531660,28667,1,0
16347,32,미혼,대졸학사,대출있음,없음,휴대폰,245,1,0,금,경제활동인구,531660,28667,2,0
16348,41,결혼,석박사,대출있음,대출있음,휴대폰,264,1,0,수,경제활동인구,531660,28667,2,0
16349,48,결혼,대졸학사,없음,없음,유선전화,98,1,0,금,경제활동인구,531660,28667,3,1
16350,41,결혼,전문학교,대출있음,없음,휴대폰,353,1,0,목,경제활동인구,531660,28667,3,0
16351,31,이혼,전문학교,대출있음,없음,휴대폰,266,2,0,일,경제활동인구,531660,28667,4,0
16352,58,이혼,대졸학사,대출있음,없음,휴대폰,48,1,0,토,경제활동인구,531660,28667,5,0
16353,35,결혼,전문학교,대출있음,없음,휴대폰,131,2,0,금,경제활동인구,531660,28667,6,0
16354,50,결혼,석박사,없음,대출있음,휴대폰,166,1,0,수,경제활동인구,531660,28667,7,0
16355,30,결혼,대졸학사,대출있음,대출있음,휴대폰,196,1,0,금,경제활동인구,531660,28667,8,0
16356,46,결혼,석박사,대출있음,없음,유선전화,103,2,0,목,경제활동인구,531660,28667,8,0
16357,37,결혼,대졸학사,없음,없음,휴대폰,96,2,1,월,경제활동인구,531660,28667,9,0
16358,35,이혼,석박사,없음,없음,휴대폰,282,2,0,수,미확인,531660,28667,10,0
16359,31,결혼,중졸,대출있음,대출있음,휴대폰,98,2,0,목,경제활동인구,531660,28667,11,0
16360,46,결혼,고졸,대출있음,대출있음,휴대폰,814,1,0,토,경제활동인구,531660,28667,12,1
16361,35,미혼,석박사,대출있음,대출있음,휴대폰,51,1,1,토,경제활동인구,531660,28667,1,0
16362,34,결혼,대졸학사,대출있음,없음,휴대폰,174,1,0,금,경제활동인구,531660,28667,2,0
16363,51,이혼,대졸학사,대출있음,없음,휴대폰,120,2,1,목,미확인,531660,28667,1,0
16364,33,결혼,대졸학사,대출있음,대출있음,휴대폰,380,2,0,수,경제활동인구,531660,28667,2,0
16365,30,결혼,고졸,대출있음,없음,휴대폰,114,1,0,화,미확인,531660,28667,3,0
16366,50,미혼,대졸학사,대출있음,없음,휴대폰,222,1,0,월,경제활동인구,531660,28667,4,0
16367,58,결혼,대졸학사,대출있음,없음,휴대폰,554,2,0,수,경제활동인구,531660,28667,5,0
16368,35,미혼,대졸학사,대출있음,없음,휴대폰,633,2,0,토,경제활동인구,531660,28667,6,0
16369,33,이혼,대졸학사,대출있음,없음,휴대폰,214,2,1,화,경제활동인구,531660,28667,8,0
16370,32,결혼,대졸학사,없음,없음,휴대폰,165,4,0,수,경제활동인구,531660,28667,9,0
16371,55,결혼,전문학교,없음,없음,휴대폰,148,1,0,금,경제활동인구,531660,28667,11,0
16372,52,결혼,고졸,대출있음,대출있음,휴대폰,197,1,0,금,경제활동인구,531660,28667,1,0
16373,33,결혼,대졸학사,대출있음,없음,유선전화,148,3,1,금,경제활동인구,531660,28667,1,0
16374,30,미혼,전문학교,없음,대출있음,휴대폰,64,2,1,월,경제활동인구,531660,28667,1,0
16375,30,결혼,대졸학사,대출있음,없음,유선전화,213,7,0,수,경제활동인구,531660,28667,2,0
16376,50,미확인,대졸학사,없음,없음,휴대폰,166,2,0,화,미확인,531660,28667,2,0
16377,43,결혼,전문학교,없음,없음,휴대폰,743,1,0,수,경제활동인구,531660,28667,3,0
16378,40,결혼,전문학교,대출있음,없음,휴대폰,151,2,0,토,경제활동인구,531660,28667,3,0
16379,27,미혼,고졸,없음,대출있음,휴대폰,79,2,0,목,경제활동인구,531660,28667,4,0
16380,45,결혼,전문학교,없음,대출있음,휴대폰,109,2,1,월,경제활동인구,531660,28667,5,0
16381,70,결혼,중졸,없음,없음,휴대폰,167,2,1,화,비경제활동인구,531660,28667,6,1
16382,44,이혼,석박사,대출있음,없음,휴대폰,172,2,0,금,경제활동인구,531660,28667,7,0
16383,47,결혼,대졸학사,대출있음,없음,휴대폰,282,2,0,화,경제활동인구,531660,28667,7,0
16384,30,미혼,전문학교,대출있음,없음,휴대폰,451,1,0,월,경제활동인구,531660,28667,8,0
16385,32,결혼,고졸,없음,없음,휴대폰,342,3,0,목,경제활동인구,531660,28667,8,0
16386,30,미혼,석박사,없음,없음,휴대폰,73,2,0,금,경제활동인구,531660,28667,9,0
16387,36,결혼,전문학교,없음,없음,휴대폰,291,4,1,목,경제활동인구,531660,28667,9,0
16388,38,결혼,석박사,없음,없음,휴대폰,277,1,0,일,경제활동인구,531660,28667,10,0
16389,71,결혼,대졸학사,없음,없음,휴대폰,349,1,0,화,비경제활동인구,531660,28667,10,1
16390,37,결혼,전문학교,대출있음,없음,휴대폰,233,3,0,금,경제활동인구,531660,28667,11,0
16391,40,결혼,석박사,없음,없음,휴대폰,98,3,0,일,경제활동인구,531660,28667,12,0
16392,36,결혼,대졸학사,없음,없음,휴대폰,98,1,0,목,경제활동인구,531660,28667,12,0
16393,51,결혼,석박사,대출있음,없음,휴대폰,115,1,0,화,경제활동인구,531660,28667,1,0
16394,40,결혼,고졸,대출있음,없음,휴대폰,264,2,1,월,경제활동인구,531660,28667,2,0
16395,42,결혼,전문학교,대출있음,없음,휴대폰,74,3,0,월,경제활동인구,531660,28667,2,0
16396,58,이혼,전문학교,대출있음,없음,휴대폰,29,6,0,수,경제활동인구,531660,28667,1,0
16397,46,결혼,전문학교,없음,없음,휴대폰,456,1,1,월,경제활동인구,531660,28667,3,0
16398,31,결혼,고졸,없음,대출있음,휴대폰,183,1,1,토,경제활동인구,531660,28667,4,0
16399,36,결혼,석박사,대출있음,없음,휴대폰,62,1,0,일,경제활동인구,531660,28667,5,0
16400,36,미혼,석박사,없음,없음,휴대폰,45,1,0,목,경제활동인구,531660,28667,6,0
16401,37,결혼,전문학교,대출있음,없음,휴대폰,130,1,0,금,경제활동인구,531660,28667,6,0
16402,29,미혼,고졸,없음,없음,휴대폰,467,2,0,목,비경제활동인구,531660,28667,7,0
16403,33,결혼,전문학교,없음,없음,유선전화,63,1,1,월,경제활동인구,531660,28667,8,0
16404,31,결혼,대졸학사,없음,없음,휴대폰,245,3,0,월,경제활동인구,531660,28667,10,0
16405,50,이혼,고졸,없음,없음,휴대폰,262,3,0,수,경제활동인구,531660,28667,11,0
16406,33,결혼,고졸,없음,없음,휴대폰,52,1,1,일,경제활동인구,531660,28667,1,0
16407,32,결혼,대졸학사,없음,없음,휴대폰,209,2,1,월,경제활동인구,531660,28667,1,0
16408,23,미혼,고졸,대출있음,없음,휴대폰,58,1,0,금,경제활동인구,531660,28667,5,0
16409,34,결혼,고졸,대출있음,없음,휴대폰,95,1,0,토,경제활동인구,531660,28667,6,0
16410,38,이혼,대졸학사,없음,없음,휴대폰,79,3,0,목,경제활동인구,531660,28667,8,0
16411,37,결혼,전문학교,대출있음,없음,유선전화,58,3,0,금,경제활동인구,531660,28667,9,0
16412,36,미혼,대졸학사,대출있음,대출있음,휴대폰,347,1,0,수,경제활동인구,531660,28667,11,0
16413,29,결혼,대졸학사,없음,대출있음,유선전화,232,3,0,토,경제활동인구,531660,28667,1,0
16414,30,미혼,석박사,없음,없음,유선전화,34,4,0,목,경제활동인구,531660,28667,1,0
16415,47,이혼,대졸학사,없음,없음,휴대폰,130,2,0,목,경제활동인구,531660,28667,8,0
16416,34,결혼,대졸학사,없음,대출있음,유선전화,318,5,1,목,경제활동인구,531660,28667,1,0
16417,32,미혼,전문학교,대출있음,없음,휴대폰,53,1,1,일,경제활동인구,531660,28667,1,0
16418,24,미혼,전문학교,대출있음,없음,휴대폰,437,2,0,금,경제활동인구,531660,28667,3,0
16419,40,결혼,석박사,대출있음,없음,휴대폰,32,5,0,토,경제활동인구,531660,28667,4,0
16420,30,미혼,고졸,없음,없음,휴대폰,151,2,1,일,경제활동인구,531660,28667,5,0
16421,35,결혼,검정고시,대출있음,없음,휴대폰,225,1,1,목,경제활동인구,531660,28667,6,0
16422,39,결혼,석박사,없음,없음,휴대폰,239,1,1,금,경제활동인구,531660,28667,7,0
16423,37,이혼,고졸,대출있음,없음,유선전화,604,4,0,수,경제활동인구,531660,28667,8,1
16424,28,결혼,고졸,없음,없음,휴대폰,133,1,0,월,경제활동인구,531660,28667,10,0
16425,33,이혼,전문학교,미확인,미확인,휴대폰,224,1,0,화,경제활동인구,531660,28667,11,0
16426,35,결혼,검정고시,대출있음,없음,휴대폰,832,1,1,토,경제활동인구,531660,28667,12,1
16427,29,미혼,대졸학사,대출있음,대출있음,휴대폰,215,2,0,월,경제활동인구,531660,28667,1,0
16428,52,결혼,고졸,대출있음,없음,휴대폰,70,3,0,화,경제활동인구,531660,28667,2,0
16429,32,결혼,대졸학사,없음,대출있음,휴대폰,133,2,1,금,경제활동인구,531660,28667,1,0
16430,29,미혼,대졸학사,없음,없음,휴대폰,68,2,0,금,경제활동인구,531660,28667,3,0
16431,18,미혼,전문학교,대출있음,없음,휴대폰,251,1,2,토,비경제활동인구,531660,28667,5,0
16432,27,미혼,전문학교,대출있음,대출있음,휴대폰,91,1,0,월,비경제활동인구,531660,28667,7,1
16433,61,결혼,중졸,대출있음,없음,휴대폰,113,1,0,수,경제활동인구,531660,28667,9,0
16434,56,이혼,대졸학사,대출있음,없음,휴대폰,164,1,1,토,비경제활동인구,531660,28667,11,0
16435,37,결혼,대졸학사,대출있음,없음,휴대폰,80,1,1,월,경제활동인구,531660,28667,1,0
16436,33,이혼,대졸학사,대출있음,없음,휴대폰,187,1,0,월,경제활동인구,531660,28667,1,1
16437,52,결혼,대졸학사,없음,없음,유선전화,303,2,0,수,경제활동인구,531660,28667,1,0
16438,35,결혼,대졸학사,대출있음,없음,휴대폰,66,1,0,수,경제활동인구,531660,28667,2,0
16439,34,결혼,전문학교,없음,없음,휴대폰,59,7,0,금,경제활동인구,531660,28667,2,0
16440,34,미혼,석박사,없음,없음,휴대폰,305,1,0,토,경제활동인구,531660,28667,3,1
16441,65,결혼,검정고시,없음,없음,휴대폰,161,2,1,화,비경제활동인구,531660,28667,3,1
16442,54,결혼,대졸학사,없음,없음,휴대폰,77,3,0,금,비경제활동인구,531660,28667,4,0
16443,63,결혼,중졸,대출있음,대출있음,휴대폰,107,3,0,수,경제활동인구,531660,28667,4,0
16444,25,미혼,대졸학사,대출있음,없음,유선전화,84,1,0,월,경제활동인구,531660,28667,5,0
16445,25,미혼,미확인,대출있음,없음,휴대폰,90,1,2,토,비경제활동인구,531660,28667,5,0
16446,45,결혼,대졸학사,없음,없음,휴대폰,351,1,2,금,경제활동인구,531660,28667,6,1
16447,68,미혼,대졸학사,대출있음,없음,휴대폰,81,1,1,화,비경제활동인구,531660,28667,7,0
16448,32,결혼,석박사,없음,대출있음,휴대폰,221,1,1,목,경제활동인구,531660,28667,8,1
16449,88,이혼,중졸,대출있음,없음,휴대폰,180,1,0,화,비경제활동인구,531660,28667,8,0
16450,31,결혼,전문학교,없음,없음,휴대폰,142,1,0,토,경제활동인구,531660,28667,9,1
16451,57,결혼,전문학교,대출있음,없음,휴대폰,169,1,3,수,경제활동인구,531660,28667,10,1
16452,40,미혼,대졸학사,대출있음,없음,휴대폰,139,2,1,월,경제활동인구,531660,28667,12,0
16453,48,결혼,전문학교,없음,대출있음,휴대폰,274,1,1,월,경제활동인구,531660,28667,1,1
16454,73,이혼,전문학교,대출있음,없음,휴대폰,284,1,0,금,비경제활동인구,531660,28667,2,1
16455,38,미혼,전문학교,대출있음,없음,휴대폰,422,1,1,일,비경제활동인구,531660,28667,3,1
16456,27,미혼,미확인,대출있음,없음,유선전화,390,1,1,토,비경제활동인구,531660,28667,6,1
16457,52,결혼,미확인,대출있음,없음,유선전화,403,1,1,일,경제활동인구,531660,28667,10,1
16458,33,결혼,석박사,대출있음,대출있음,휴대폰,62,2,0,수,경제활동인구,531660,28667,2,0
16459,35,미혼,석박사,대출있음,없음,휴대폰,187,1,2,금,경제활동인구,531660,28667,8,1
16460,32,미혼,전문학교,없음,없음,휴대폰,197,1,1,목,경제활동인구,531660,28667,1,0
16461,28,미혼,전문학교,대출있음,대출있음,휴대폰,154,1,2,금,비경제활동인구,531660,28667,1,0
16462,24,결혼,석박사,없음,없음,휴대폰,192,4,1,월,경제활동인구,531660,28667,2,1
16463,44,이혼,검정고시,대출있음,없음,휴대폰,153,3,1,금,경제활동인구,531660,28667,2,1
16464,54,이혼,대졸학사,대출있음,없음,휴대폰,112,1,2,월,경제활동인구,531660,28667,4,0
16465,33,미혼,대졸학사,없음,없음,휴대폰,119,3,0,토,경제활동인구,531660,28667,4,0
16466,50,이혼,석박사,대출있음,없음,유선전화,301,2,2,화,경제활동인구,531660,28667,5,1
16467,25,미혼,대졸학사,대출있음,없음,유선전화,174,1,0,수,경제활동인구,573774,29337,1,0
16468,33,결혼,전문학교,없음,없음,유선전화,146,2,0,수,경제활동인구,573774,29337,2,0
16469,32,미혼,전문학교,대출있음,없음,유선전화,158,3,0,토,경제활동인구,573774,29337,3,0
16470,42,결혼,중졸,없음,없음,유선전화,145,1,0,금,비경제활동인구,573774,29337,4,0
16471,38,결혼,전문학교,없음,없음,유선전화,392,2,0,월,경제활동인구,573774,29337,5,0
16472,38,결혼,석박사,없음,없음,유선전화,479,2,0,토,경제활동인구,573774,29337,6,0
16473,32,미혼,석박사,없음,없음,유선전화,245,1,0,수,경제활동인구,573774,29337,8,0
16474,51,결혼,중졸,대출있음,없음,유선전화,263,6,0,수,경제활동인구,573774,29337,9,0
16475,48,결혼,검정고시,없음,대출있음,유선전화,61,1,0,수,경제활동인구,573774,29337,10,0
16476,30,이혼,전문학교,없음,없음,유선전화,366,2,0,월,경제활동인구,573774,29337,11,0
16477,36,미혼,대졸학사,대출있음,없음,유선전화,163,2,0,월,경제활동인구,573774,29337,12,0
16478,47,미혼,중졸,없음,없음,유선전화,131,1,0,토,경제활동인구,573774,29337,1,0
16479,29,결혼,전문학교,없음,없음,유선전화,215,2,0,금,경제활동인구,573774,29337,2,0
16480,38,결혼,대졸학사,없음,없음,유선전화,32,2,0,수,경제활동인구,573774,29337,1,0
16481,40,결혼,석박사,없음,없음,유선전화,127,2,0,수,경제활동인구,573774,29337,3,0
16482,41,이혼,검정고시,대출있음,없음,유선전화,391,2,0,목,경제활동인구,573774,29337,4,0
16483,38,결혼,고졸,대출있음,없음,유선전화,1000,1,0,금,경제활동인구,573774,29337,6,1
16484,48,결혼,미확인,없음,없음,유선전화,124,2,0,금,경제활동인구,573774,29337,7,0
16485,50,결혼,전문학교,대출있음,없음,유선전화,175,2,0,금,경제활동인구,573774,29337,8,0
16486,43,결혼,전문학교,없음,없음,유선전화,124,1,0,목,경제활동인구,573774,29337,10,0
16487,25,미혼,고졸,대출있음,없음,유선전화,155,1,0,화,경제활동인구,573774,29337,12,0
16488,31,결혼,전문학교,없음,없음,유선전화,636,6,0,월,경제활동인구,573774,29337,1,0
16489,33,이혼,전문학교,대출있음,없음,유선전화,109,1,0,화,경제활동인구,573774,29337,2,0
16490,54,이혼,중졸,없음,없음,유선전화,138,2,0,목,경제활동인구,573774,29337,5,0
16491,31,이혼,고졸,없음,없음,유선전화,475,2,0,월,경제활동인구,573774,29337,9,0
16492,25,미혼,고졸,없음,없음,유선전화,130,4,0,일,비경제활동인구,573774,29337,1,0
16493,48,미혼,대졸학사,없음,대출있음,유선전화,121,1,0,수,경제활동인구,573774,29337,2,0
16494,47,결혼,석박사,없음,없음,유선전화,261,6,0,목,경제활동인구,573774,29337,3,0
16495,29,미혼,대졸학사,대출있음,대출있음,유선전화,122,2,0,일,경제활동인구,573774,29337,4,0
16496,24,미혼,전문학교,대출있음,없음,유선전화,243,6,0,화,경제활동인구,573774,29337,5,0
16497,53,결혼,중졸,없음,없음,유선전화,29,1,0,수,경제활동인구,573774,29337,5,0
16498,31,결혼,석박사,없음,없음,유선전화,296,1,0,토,경제활동인구,573774,29337,6,0
16499,33,결혼,대졸학사,대출있음,없음,유선전화,221,2,0,월,경제활동인구,573774,29337,7,0
16500,32,미혼,대졸학사,대출있음,없음,유선전화,350,1,0,토,경제활동인구,573774,29337,8,0
16501,37,이혼,전문학교,대출있음,대출있음,유선전화,354,5,0,목,경제활동인구,573774,29337,8,0
16502,35,결혼,전문학교,없음,없음,유선전화,265,2,0,수,경제활동인구,573774,29337,9,0
16503,36,미혼,고졸,없음,없음,유선전화,86,2,0,토,경제활동인구,573774,29337,10,0
16504,43,이혼,전문학교,없음,없음,유선전화,198,2,0,수,경제활동인구,573774,29337,11,0
16505,44,결혼,고졸,없음,없음,유선전화,358,2,0,일,경제활동인구,573774,29337,11,0
16506,43,결혼,석박사,없음,없음,유선전화,153,1,0,수,경제활동인구,573774,29337,12,0
16507,58,미혼,대졸학사,없음,없음,유선전화,1234,3,0,수,경제활동인구,573774,29337,1,1
16508,59,결혼,석박사,없음,없음,유선전화,51,2,0,일,경제활동인구,573774,29337,1,0
16509,50,결혼,중졸,대출있음,없음,유선전화,229,2,0,금,경제활동인구,573774,29337,2,0
16510,45,결혼,고졸,없음,없음,유선전화,166,2,0,금,경제활동인구,573774,29337,1,0
16511,34,결혼,고졸,대출있음,없음,유선전화,355,2,0,화,경제활동인구,573774,29337,3,0
16512,48,미혼,검정고시,대출있음,없음,유선전화,141,2,0,토,경제활동인구,573774,29337,5,0
16513,31,결혼,전문학교,대출있음,없음,유선전화,119,5,0,월,경제활동인구,573774,29337,6,0
16514,43,결혼,검정고시,없음,없음,유선전화,347,2,0,토,경제활동인구,573774,29337,8,0
16515,28,결혼,석박사,대출있음,대출있음,유선전화,85,3,0,목,경제활동인구,573774,29337,10,0
16516,36,결혼,석박사,대출있음,없음,유선전화,247,1,0,목,경제활동인구,573774,29337,1,0
16517,59,결혼,고졸,대출있음,없음,유선전화,105,2,0,일,경제활동인구,573774,29337,1,0
16518,33,결혼,대졸학사,대출있음,없음,유선전화,56,3,0,일,경제활동인구,573774,29337,1,0
16519,37,결혼,고졸,없음,없음,유선전화,343,3,0,월,경제활동인구,573774,29337,2,0
16520,41,결혼,석박사,대출있음,없음,유선전화,72,1,0,토,경제활동인구,573774,29337,2,0
16521,50,결혼,검정고시,없음,없음,유선전화,66,4,0,토,경제활동인구,573774,29337,3,0
16522,60,결혼,대졸학사,없음,없음,유선전화,526,2,0,토,경제활동인구,573774,29337,3,1
16523,40,결혼,대졸학사,대출있음,없음,유선전화,169,1,0,토,경제활동인구,573774,29337,3,0
16524,39,결혼,대졸학사,없음,없음,유선전화,61,7,0,토,경제활동인구,573774,29337,4,0
16525,31,미혼,전문학교,대출있음,대출있음,유선전화,440,1,0,월,경제활동인구,573774,29337,4,0
16526,45,결혼,미확인,없음,없음,유선전화,242,6,0,토,경제활동인구,573774,29337,5,0
16527,39,결혼,고졸,미확인,미확인,유선전화,103,4,0,월,경제활동인구,573774,29337,6,0
16528,27,미혼,고졸,없음,없음,유선전화,298,2,0,수,경제활동인구,573774,29337,6,0
16529,28,미혼,석박사,없음,없음,유선전화,492,2,0,금,경제활동인구,573774,29337,7,0
16530,55,결혼,중졸,없음,없음,유선전화,137,4,0,목,경제활동인구,573774,29337,7,0
16531,30,결혼,전문학교,미확인,미확인,유선전화,127,1,0,목,경제활동인구,573774,29337,8,0
16532,30,이혼,대졸학사,대출있음,없음,유선전화,40,1,0,토,경제활동인구,573774,29337,9,0
16533,33,결혼,석박사,없음,없음,유선전화,1271,2,0,월,경제활동인구,573774,29337,9,0
16534,47,결혼,중졸,없음,대출있음,유선전화,74,2,0,월,경제활동인구,573774,29337,10,0
16535,31,결혼,중졸,대출있음,대출있음,유선전화,240,2,0,수,경제활동인구,573774,29337,10,0
16536,47,미혼,미확인,대출있음,없음,유선전화,180,4,0,수,경제활동인구,573774,29337,10,0
16537,33,결혼,대졸학사,대출있음,대출있음,유선전화,59,1,0,목,경제활동인구,573774,29337,11,0
16538,41,이혼,고졸,없음,없음,유선전화,753,1,0,목,경제활동인구,573774,29337,11,0
16539,45,결혼,고졸,미확인,미확인,유선전화,167,2,0,일,경제활동인구,573774,29337,12,0
16540,43,미혼,석박사,없음,없음,유선전화,315,2,0,수,경제활동인구,573774,29337,12,0
16541,38,결혼,대졸학사,없음,대출있음,유선전화,346,2,0,금,경제활동인구,573774,29337,12,0
16542,30,이혼,고졸,대출있음,없음,유선전화,116,3,0,토,경제활동인구,573774,29337,12,0
16543,29,결혼,대졸학사,없음,없음,유선전화,973,1,0,화,경제활동인구,573774,29337,1,1
16544,30,결혼,전문학교,미확인,미확인,유선전화,120,8,0,금,경제활동인구,573774,29337,1,0
16545,49,결혼,전문학교,없음,대출있음,유선전화,374,3,0,일,경제활동인구,573774,29337,1,0
16546,37,결혼,검정고시,대출있음,없음,유선전화,216,2,0,월,경제활동인구,573774,29337,2,0
16547,34,이혼,고졸,대출있음,없음,유선전화,45,4,0,화,경제활동인구,573774,29337,2,0
16548,48,결혼,대졸학사,없음,없음,유선전화,29,3,0,화,경제활동인구,573774,29337,2,0
16549,31,결혼,석박사,대출있음,없음,유선전화,40,2,0,화,경제활동인구,573774,29337,2,0
16550,34,결혼,대졸학사,없음,없음,유선전화,198,2,0,수,경제활동인구,573774,29337,1,0
16551,57,이혼,대졸학사,없음,없음,유선전화,156,2,0,금,비경제활동인구,573774,29337,3,0
16552,41,결혼,중졸,없음,없음,유선전화,101,1,0,화,경제활동인구,573774,29337,4,0
